minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,mrtDisp,roomPax,amtBedroom,commentsSentiment,room_type_Private room
0.17917917917917914,0.0030959752321981426,0.0003481894150417828,0.0028490028490028487,1.0,0.15183122903730994,0.0,0.0,0.9811330247534716,0.0
0.08908908908908908,0.05572755417956657,0.009749303621169918,0.0,1.0,0.05432674770778631,0.0,0.0,0.9052179065763288,0.0
0.005005005005005005,0.06191950464396285,0.006963788300835654,0.0028490028490028487,1.0,0.16178630043822936,0.0,0.0,0.9484604548198834,0.0
0.0,0.043343653250774,0.005222841225626741,0.022792022792022797,0.9671232876712328,0.06037915951902127,0.0,0.0,0.7905287784262428,0.0
0.0,0.06811145510835914,0.007660167130919221,0.022792022792022797,0.9726027397260274,0.05439817604703679,0.0,0.0,0.9113629502918092,0.0
0.0,0.12074303405572755,0.013231197771587743,0.022792022792022797,0.947945205479452,0.06690117751895372,0.0,0.0,0.7748331320855975,0.0
0.0,0.07739938080495358,0.008704735376044569,0.022792022792022797,0.4712328767123288,0.03103234885742904,0.0,0.0,0.8505405930562592,0.0
0.0,0.0,0.0,0.0,1.0,0.017218114726096502,0.0,0.0,0.4973837794324814,0.0
0.006006006006006006,0.04643962848297214,0.0055710306406685246,0.0,1.0,0.036545354474929986,0.0,0.0,0.9422318373918296,0.0
0.08908908908908908,0.5386996904024768,0.06545961002785515,0.008547008547008548,0.16164383561643836,0.02823960674254456,0.0,0.0,0.9243805914853912,0.0
0.08908908908908908,0.6130030959752323,0.07242339832869081,0.008547008547008548,0.3643835616438356,0.055538658999093236,0.0,0.0,0.919522901284446,0.0
0.08908908908908908,0.7306501547987616,0.08809192200557102,0.008547008547008548,0.4027397260273973,0.0542812262641605,0.0,0.0,0.9129718662487084,0.0
0.014014014014014014,0.05572755417956657,0.008008356545961003,0.08831908831908833,0.9068493150684932,0.09042901153910007,0.0,0.0,0.8808286375528276,0.0
0.029029029029029024,0.030959752321981424,0.0038300835654596094,0.08831908831908833,0.7561643835616438,0.08246108238908913,0.0,0.0,0.8175270007379084,0.0
0.001001001001001001,0.037151702786377715,0.004874651810584959,0.022792022792022797,0.6547945205479452,0.052311197825212034,0.0,0.04615384615384616,0.8479028308848192,0.0
0.001001001001001001,0.38699690402476783,0.047005571030640673,0.014245014245014247,0.9205479452054794,0.035657912390472765,0.0,0.0,0.8910863897517995,0.0
0.009009009009009007,0.3219814241486068,0.04456824512534819,0.0,0.0,0.050993783651807935,0.0,0.0,0.8547567030976669,0.0
0.0,0.006191950464396285,0.0013927576601671311,0.008547008547008548,1.0,0.10910906195689034,0.0,0.0,0.7106812235862348,0.0
0.029029029029029024,0.04024767801857585,0.005222841225626741,0.08831908831908833,0.9315068493150686,0.08261011581164751,0.0,0.0,0.9078716614438088,0.0
0.029029029029029024,0.030959752321981424,0.004874651810584959,0.08831908831908833,0.9068493150684932,0.07250871209406519,0.0,0.0,0.8128295431676393,0.0
0.11911911911911913,0.021671826625387,0.003481894150417828,0.09401709401709404,1.0,0.08950117480370598,0.0,0.0,0.8662924417100308,1.0
0.08908908908908908,0.009287925696594429,0.0013927576601671311,0.08831908831908833,0.9890410958904109,0.1016239406306676,0.0,0.0,0.8230864694438855,0.0
0.001001001001001001,0.1393188854489164,0.017409470752089137,0.022792022792022797,0.978082191780822,0.10393841203088572,0.0,0.0,0.8230858911457937,0.0
0.08908908908908908,0.0,0.0,0.0,0.473972602739726,0.07822179420359239,0.0,0.0,0.4973837794324814,0.0
0.001001001001001001,0.260061919504644,0.04073816155988858,0.014245014245014247,0.9315068493150686,0.032672336613817944,0.0,0.0,0.9194762965166641,0.0
0.001001001001001001,0.4860681114551084,0.060933147632311974,0.014245014245014247,0.9561643835616438,0.030869681984531057,0.0,0.0,0.8639507369936027,0.0
0.08908908908908908,0.08359133126934985,0.012534818941504178,0.0,0.9972602739726028,0.10551642114833044,0.0,0.0,0.9196518414167842,0.0
0.0,0.04953560371517028,0.006615598885793873,0.022792022792022797,0.821917808219178,0.09134124116011344,0.0,0.0,0.9144249904966346,0.0
0.001001001001001001,0.2538699690402477,0.028899721448467967,0.0,1.0,0.1568739641351648,0.0,0.0,0.9348920624947848,0.0
0.17917917917917914,0.0,0.0,0.0,1.0,0.08891981237924025,0.0,0.0,0.4973837794324814,0.0
0.001001001001001001,0.4798761609907121,0.06511142061281337,0.0,0.1315068493150685,0.0522999172281249,0.0,0.0,0.9231197943377976,1.0
0.001001001001001001,0.07120743034055728,0.009401114206128134,0.005698005698005699,0.9452054794520548,0.0861389801242534,0.0,0.0,0.8598344216903424,0.0
0.003003003003003003,0.03405572755417957,0.004526462395543176,0.0,0.9917808219178084,0.046832318091448735,0.0,0.015384615384615384,0.8517673210267294,1.0
0.001001001001001001,0.2414860681114551,0.04073816155988858,0.0,0.2356164383561644,0.05285334412979969,0.0,0.0,0.8605614302345429,0.0
0.0,0.1021671826625387,0.012883008356545959,0.0,0.9452054794520548,0.07420106344119153,0.0,0.0,0.779261725729828,0.0
0.17917917917917914,0.0,0.0,0.0,1.0,0.034804906847798495,0.0,0.0,0.4973837794324814,0.0
0.002002002002002002,0.17027863777089786,0.022980501392757664,0.0,0.0684931506849315,0.0929807329832668,0.0,0.0,0.9530983003713938,0.0
0.08908908908908908,0.08668730650154799,0.011490250696378832,0.0,0.24657534246575344,0.036182833532407664,0.0,0.0,0.9333438748814076,0.0
0.0,0.0,0.0,0.0,0.0,0.03025085844077972,0.0,0.0,0.4973837794324814,0.0
0.17917917917917914,0.01238390092879257,0.0017409470752089136,0.0,1.0,0.10348178320731552,0.0,0.015384615384615384,0.9473737170456832,1.0
0.17917917917917914,0.0,0.0,0.0,1.0,0.1982454590158087,0.0,0.0,0.4973837794324814,0.0
0.001001001001001001,0.3065015479876161,0.04456824512534819,0.0,0.019178082191780826,0.22441971470353206,0.0,0.030769230769230767,0.93591334650904,1.0
0.003003003003003003,0.22291021671826627,0.02750696378830084,0.008547008547008548,0.0,0.02166994314432059,0.0,0.0,0.8580329990384831,0.0
0.003003003003003003,0.0804953560371517,0.009749303621169918,0.005698005698005699,1.0,0.013072381090933444,0.0,0.0,0.8669472954540374,0.0
0.001001001001001001,0.2105263157894737,0.028899721448467967,0.011396011396011395,0.4575342465753425,0.16299872252841546,0.0,0.0,0.91268837808908,0.0
0.0,0.11145510835913314,0.015320334261838441,0.0,0.0,0.027945814549292358,0.0,0.0,0.8405377227700632,0.0
0.0,0.0,0.0,0.0,0.0,0.05878845800996003,0.0,0.0,0.4973837794324814,0.0
0.09109109109109108,0.14860681114551086,0.02123955431754875,0.0,0.4904109589041096,0.034647369565359326,0.0,0.0,0.8963158118798087,0.0
0.08908908908908908,0.006191950464396285,0.0006963788300835656,0.3162393162393162,1.0,0.02835655718840037,0.0,0.0,0.9771332260012076,0.0
0.0,0.0,0.0,0.0,1.0,0.008226296637281227,0.0,0.0,0.4973837794324814,0.0
0.002002002002002002,0.0,0.005919220055710307,0.0,1.0,0.0535640878372025,0.0,0.0,0.9361038438317568,0.0
0.029029029029029024,0.04024767801857585,0.005919220055710307,0.08831908831908833,0.9068493150684932,0.08314999730182514,0.0,0.0,0.8771670068711728,0.0
0.001001001001001001,0.11455108359133127,0.01601671309192201,0.011396011396011395,0.6054794520547945,0.20282825382777456,0.0,0.030769230769230767,0.9012200643992756,1.0
0.001001001001001001,0.2105263157894737,0.02924791086350975,0.011396011396011395,0.473972602739726,0.16628582281113782,0.0,0.0,0.89441753155277,0.0
0.05905905905905906,0.027863777089783284,0.0038300835654596094,0.005698005698005699,0.9150684931506852,0.09387948240412712,0.0,0.0,0.8830247534715235,1.0
0.0,0.0,0.0,0.0,1.0,0.1109254672820534,0.0,0.0,0.4973837794324814,0.0
0.0,0.006191950464396285,0.0017409470752089136,0.0,0.5698630136986301,0.14236906283142467,0.0,0.0,0.8895149929563293,0.0
0.017017017017017015,0.006191950464396285,0.00243732590529248,0.26495726495726496,0.9150684931506852,0.021466342316830776,0.0,0.0,0.8890118736164219,0.0
0.029029029029029024,0.06191950464396285,0.008704735376044569,0.005698005698005699,0.9890410958904109,0.11189754187802124,0.0,0.0,0.8154606177347172,0.0
0.003003003003003003,0.13312693498452013,0.017409470752089137,0.005698005698005699,1.0,0.09309076916444924,0.0,0.0,0.8880629671404571,0.0
0.3643643643643644,0.0,0.0,0.0,1.0,0.03582475838284218,0.0,0.015384615384615384,0.4973837794324814,0.0
0.08908908908908908,0.009287925696594429,0.0013927576601671311,0.3162393162393162,0.0,0.025195489587413543,0.0,0.0,0.6770351177299256,0.0
